,Volume of $SPX,$SPX,Volume of SPY,SPY,Volume of IBM,IBM,Daily_Delta,Symbol,Order,rolling_mean_20,direction of rolling mean,Market Indicator,rolling_std,upper_band,lower_band,Bull_Market,Bear_Market,long execute,long enter price,long exit,short execute,short enter price,short exit,shares,Shares,Cash,Trades,Cummulative_Value
2009-12-14,3705971044.0,1114.11,107141500.0,106.31,5201300,123.83,0.186084142395,IBM,None,121.809,1,1.0,1.02210258009,123.85320516,119.76479484,70,0,0,0.0,0,0,120.34,0,0,100,16677.0,0.0,16677.0
2009-12-15,4298356378.0,1107.93,120408800.0,105.81,7862600,122.46,-1.10635548736,IBM,None,121.822,1,1.0,1.02896780166,123.879935603,119.764064397,70,0,0,0.0,0,0,120.34,0,0,100,16677.0,0.0,16677.0
2009-12-16,4528223222.0,1109.18,155358200.0,105.97,6372500,122.67,0.171484566389,IBM,None,121.8255,1,1.0,1.03186838716,123.889236774,119.761763226,70,0,0,0.0,0,0,120.34,0,0,100,16677.0,0.0,16677.0
2009-12-17,6937939509.0,1096.08,183390100.0,104.7,5909500,121.42,-1.01899404907,IBM,BUY,121.7895,0,0.8,1.03287781415,123.855255628,119.723744372,70,0,1,121.42,0,0,120.34,0,100,100,4535.0,12142.0,16677.0
2009-12-18,7425143380.0,1102.47,174591200.0,105.29,9106600,121.91,0.403557898205,IBM,None,121.807,1,0.8,1.03174915352,123.870498307,119.743501693,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16726.0
2009-12-21,3397516445.0,1114.05,118039600.0,106.36,4772500,122.61,0.574194077598,IBM,None,121.8875,1,0.8,1.02827333557,123.944046671,119.830953329,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16796.0
2009-12-22,2860667823.0,1118.02,91707500.0,106.75,5535500,123.83,0.995024875622,IBM,None,121.9695,1,0.8,1.11536859615,124.200237192,119.738762808,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16918.0
2009-12-23,2498514708.0,1120.59,111783100.0,106.96,4127600,123.9,0.0565291124929,IBM,None,122.068,1,0.8,1.19578470162,124.459569403,119.676430597,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16925.0
2009-12-24,975580122.0,1126.48,39677500.0,107.46,4265100,124.44,0.43583535109,IBM,None,122.2245,1,1.0,1.29228673289,124.809073466,119.639926534,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16979.0
2009-12-28,2081255216.0,1127.78,87508500.0,107.69,5800400,126.1,1.33397621344,IBM,SELL,122.5395,1,1.0,1.43062178238,125.400743565,119.678256435,70,0,0,0.0,1,0,120.34,0,0,100,17145.0,-12610.0,17145.0
2009-12-29,1867821021.0,1126.2,80572500.0,107.54,4184200,125.66,-0.348929421094,IBM,None,122.8015,1,1.0,1.50016235964,125.801824719,119.801175281,70,0,0,0.0,0,0,120.34,0,0,100,17145.0,0.0,17145.0
2009-12-30,1814926212.0,1126.42,73138400.0,107.5,3867000,126.35,0.54910074805,IBM,None,123.022,1,1.0,1.68017104393,126.382342088,119.661657912,70,0,0,0.0,0,0,120.34,0,0,100,17145.0,0.0,17145.0
2009-12-31,1801458495.0,1115.1,90637900.0,106.47,4223400,124.76,-1.25840918085,IBM,None,123.198,1,1.0,1.66799785435,126.533995709,119.862004291,70,0,0,0.0,0,0,120.34,0,0,100,17145.0,0.0,17145.0
