,Volume of SPY,SPY,Volume of IBM,IBM,Symbol,Order,rolling_mean,rolling_std,upper_band,lower_band,rolling_volume,rolling_std_volume,long execute,long exit,short execute,short exit,shares,Shares,Cash,Trades,Cummulative_Value
2009-06-19,215655600.0,87.05,13559000,100.0,IBM,None,101.597,0.969112423248,103.535224846,99.6587751535,8184370.0,2111850.55766,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-06-22,251913600.0,84.44,7295400,98.71,IBM,None,101.316,1.33299328997,103.98198658,98.6500134201,8277530.0,2042009.35032,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-06-23,188309800.0,84.5,5152600,98.64,IBM,None,100.967,1.53739353742,104.041787075,97.8922129252,7934200.0,2261257.27663,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-06-24,211577700.0,85.23,6395200,98.36,IBM,None,100.57,1.65444854861,103.878897097,97.2611029028,7815910.0,2312318.43225,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-06-25,279411000.0,87.09,6900600,100.17,IBM,None,100.255,1.34329817986,102.94159636,97.5684036403,7592540.0,2278450.92172,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-06-26,167579000.0,86.86,5127900,99.81,IBM,None,100.016,1.15872727114,102.333454542,97.6985454577,7380240.0,2408989.34466,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-06-29,168481300.0,87.67,4681800,99.95,IBM,None,99.847,1.00913659465,101.865273189,97.8287268107,6991660.0,2507563.61311,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-06-30,228888200.0,86.96,7512600,98.62,IBM,None,99.573,0.920797359782,101.41459472,97.7314052804,7019820.0,2512127.08578,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-07-01,173041100.0,87.32,5537300,99.01,IBM,None,99.369,0.771008718789,100.911017438,97.8269825624,6836930.0,2550390.84981,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-07-02,212309900.0,84.94,7026700,96.08,IBM,None,98.935,1.21011707423,101.355234148,96.5147658515,6918910.0,2541047.66296,0,0,0,0,0,100,21126.0,0.0,21126.0
2009-07-06,174499600.0,84.93,6522500,96.0,IBM,BUY,98.535,1.45523766673,101.445475333,95.6245246665,6215260.0,1012555.70404,1,0,0,0,100,100,11526.0,9600.0,21126.0
2009-07-07,197088900.0,83.28,6685600,94.62,IBM,None,98.126,1.90564191576,101.937283832,94.3147161685,6154280.0,957122.607727,0,0,0,0,100,100,11526.0,0.0,20988.0
2009-07-08,248050500.0,83.23,7380800,95.08,IBM,None,97.77,2.11948106856,102.008962137,93.5310378629,6377100.0,957383.827591,0,0,0,0,100,100,11526.0,0.0,21034.0
2009-07-09,163777600.0,83.39,6153200,96.41,IBM,None,97.575,2.14867013135,101.872340263,93.2776597373,6352900.0,959930.630596,0,0,0,0,100,100,11526.0,0.0,21167.0
2009-07-10,173520300.0,83.19,7465900,95.23,IBM,None,97.081,2.05144095699,101.183881914,92.978118086,6409430.0,1011052.18246,0,0,0,0,100,100,11526.0,0.0,21049.0
2009-07-13,217413500.0,85.21,9494300,97.86,IBM,SELL,96.886,1.84556043882,100.577120878,93.1948791224,6846070.0,1298186.66356,0,1,0,0,0,100,21312.0,-9786.0,21312.0
2009-07-14,181487400.0,85.7,5413500,97.51,IBM,None,96.642,1.52973345536,99.7014669107,93.5825330893,6919240.0,1177674.3185,0,0,0,0,0,100,21312.0,0.0,21312.0
2009-07-15,220877900.0,88.2,8699100,101.26,IBM,None,96.906,2.04877307458,101.003546149,92.8084538508,7037890.0,1297745.84522,0,0,0,0,0,100,21312.0,0.0,21312.0
2009-07-16,231174500.0,88.06,14997900,104.49,IBM,None,97.454,3.12453445421,103.703068908,91.2049310916,7983950.0,2734897.76622,0,0,0,0,0,100,21312.0,0.0,21312.0
2009-07-17,138561700.0,89.03,20188900,109.01,IBM,None,98.747,4.74691958596,108.240839172,89.2531608281,9300170.0,4690855.38493,0,0,0,0,0,100,21312.0,0.0,21312.0
2009-07-20,164179400.0,89.97,10682500,109.97,IBM,SELL,100.144,5.7897691376,111.723538275,88.5644617248,9716170.0,4600748.05247,0,0,1,0,-100,100,32309.0,-10997.0,21312.0
2009-07-21,217718300.0,90.39,8301700,110.54,IBM,None,101.736,6.27083584718,114.277671694,89.1943283056,9877780.0,4509953.64248,0,0,0,0,-100,100,32309.0,0.0,21255.0
2009-07-22,196068100.0,90.37,8813400,109.15,IBM,None,103.143,6.18940860575,115.521817211,90.7641827885,10021040.0,4444095.93486,0,0,0,0,-100,100,32309.0,0.0,21394.0
2009-07-23,258795500.0,92.36,8461400,110.55,IBM,None,104.557,6.0947646933,116.746529387,92.3674706134,10251860.0,4277712.39545,0,0,0,0,-100,100,32309.0,0.0,21254.0
2009-07-24,154003100.0,92.74,6261000,111.1,IBM,None,106.144,5.42573743068,116.995474861,95.2925251386,10131370.0,4380634.42971,0,0,0,0,-100,100,32309.0,0.0,21199.0
2009-07-27,159259400.0,93.02,5069200,111.09,IBM,None,107.467,4.75257368872,116.972147377,97.9618526226,9688860.0,4666323.53481,0,0,0,0,-100,100,32309.0,0.0,21200.0
2009-07-28,186685200.0,92.58,5782900,110.76,IBM,None,108.792,3.29019351001,115.37238702,102.21161298,9725800.0,4630039.02959,0,0,0,0,-100,100,32309.0,0.0,21233.0
2009-07-29,194399300.0,92.35,5100900,110.74,IBM,None,109.74,1.98620240661,113.712404813,105.767595187,9365980.0,4853134.56022,0,0,0,0,-100,100,32309.0,0.0,21235.0
2009-07-30,225575400.0,93.32,6803100,111.31,IBM,None,110.422,0.799733288879,112.021466578,108.822533422,8546500.0,4473509.58222,0,0,0,0,-100,100,32309.0,0.0,21178.0
2009-07-31,207358000.0,93.45,5329600,111.38,IBM,None,110.659,0.676468772382,112.011937545,109.306062455,7060570.0,1910022.68867,0,0,0,0,-100,100,32309.0,0.0,21171.0
2009-08-03,175776900.0,94.99,6108200,113.26,IBM,None,110.988,1.01798057175,113.023961143,108.952038857,6603140.0,1434878.61213,0,0,0,0,-100,100,32309.0,0.0,20983.0
2009-08-04,176714600.0,95.24,4993500,112.95,IBM,None,111.229,1.17352697266,113.576053945,108.881946055,6272320.0,1380068.67043,0,0,0,0,-100,100,32309.0,0.0,21014.0
2009-08-05,184726400.0,94.96,5025800,111.89,IBM,None,111.503,0.928464084154,113.359928168,109.646071832,5893560.0,1095619.50938,0,0,0,0,-100,100,32309.0,0.0,21120.0
2009-08-06,193203800.0,94.47,6003100,111.37,IBM,BUY,111.585,0.869268530309,113.323537061,109.846462939,5647730.0,633974.398449,0,0,0,1,0,100,21172.0,11137.0,21172.0
2009-08-07,220640900.0,95.71,5763200,113.22,IBM,None,111.797,0.988220060967,113.773440122,109.820559878,5597950.0,599051.526721,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-10,130898700.0,95.51,3981300,112.63,IBM,None,111.951,0.985792969028,113.922585938,109.979414062,5489160.0,777845.500512,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-11,157301000.0,94.32,4844500,111.76,IBM,None,112.051,0.898399193632,113.847798387,110.254201613,5395320.0,794888.984282,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-12,219052400.0,95.33,6289700,113.19,IBM,None,112.296,0.832829180836,113.961658362,110.630341638,5514200.0,833902.764116,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-13,176449500.0,96.06,5489200,113.46,IBM,None,112.511,0.827505622678,114.166011245,110.855988755,5382810.0,701211.083214,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-14,199616100.0,95.32,4796400,112.5,IBM,None,112.623,0.727126001619,114.077252003,111.168747997,5329490.0,725556.338957,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-17,237667500.0,92.98,5349600,110.88,IBM,None,112.385,0.870775516427,114.126551033,110.643448967,5253630.0,672834.44893,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-18,173461500.0,93.72,4286200,111.61,IBM,None,112.251,0.87724885612,114.005497712,110.496502288,5182900.0,737306.028729,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-19,192812800.0,94.54,4837900,112.5,IBM,None,112.312,0.870540062265,114.053080125,110.570919875,5164110.0,744117.342076,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-20,174131300.0,95.51,4841700,112.86,IBM,None,112.461,0.817278002482,114.095556005,110.826443995,5047970.0,687067.404182,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-21,224605000.0,97.39,8306800,113.76,IBM,None,112.515,0.8877968987,114.290593797,110.739406203,5302330.0,1234233.16188,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-24,191279000.0,97.38,6363400,113.21,IBM,None,112.573,0.914683308891,114.402366618,110.743633382,5540540.0,1179608.82047,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-25,215310600.0,97.57,4652200,112.75,IBM,None,112.672,0.869365030102,114.41073006,110.93326994,5521310.0,1193699.71419,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-26,194620700.0,97.58,4515500,113.36,IBM,None,112.689,0.882187306898,114.453374614,110.924625386,5343890.0,1198643.82018,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-27,196230100.0,97.79,4356900,113.32,IBM,None,112.675,0.869613579578,114.414227159,110.935772841,5230660.0,1236282.37533,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-28,147024400.0,97.77,6235700,112.17,IBM,None,112.642,0.883148408321,114.408296817,110.875703183,5374590.0,1263588.90155,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-08-31,176051600.0,96.9,5439400,112.01,IBM,None,112.755,0.68204349813,114.119086996,111.390913004,5383570.0,1263710.65786,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-09-01,321276800.0,94.77,6303800,110.72,IBM,None,112.666,0.877980004839,114.42196001,110.91003999,5585330.0,1229643.71538,0,0,0,0,0,100,21172.0,0.0,21172.0
2009-09-02,171805000.0,94.41,5178800,110.15,IBM,BUY,112.431,1.18734484367,114.805689687,110.056310313,5619420.0,1211207.2378,1,0,0,0,100,100,10157.0,11015.0,21172.0
2009-09-03,143572300.0,95.19,4936200,110.38,IBM,None,112.183,1.3373111497,114.857622299,109.508377701,5628870.0,1204816.94788,0,0,0,0,100,100,10157.0,0.0,21195.0
2009-09-04,142687900.0,96.53,3451700,111.45,IBM,None,111.952,1.22983106338,114.411662127,109.492337873,5143360.0,958923.900584,0,0,0,0,100,100,10157.0,0.0,21302.0
2009-09-08,132909100.0,97.36,5797500,111.16,IBM,None,111.747,1.16603840227,114.079076805,109.414923195,5086770.0,893382.628055,0,0,0,0,100,100,10157.0,0.0,21273.0
2009-09-09,154612500.0,98.1,5248100,110.79,IBM,None,111.551,1.14321622335,113.837432447,109.264567553,5146360.0,880962.811928,0,0,0,0,100,100,10157.0,0.0,21236.0
2009-09-10,162902400.0,99.11,4889400,111.65,IBM,SELL,111.38,0.954952005779,113.289904012,109.470095988,5183750.0,858870.269922,0,1,0,0,0,100,21322.0,-11165.0,21322.0
2009-09-11,152360100.0,99.09,5893700,112.01,IBM,None,111.249,0.720269239789,112.68953848,109.80846152,5337430.0,831537.793689,0,0,0,0,0,100,21322.0,0.0,21322.0
2009-09-14,149593800.0,99.57,4758600,112.8,IBM,None,111.312,0.829106614245,112.970213228,109.653786772,5189720.0,784082.525135,0,0,0,0,0,100,21322.0,0.0,21322.0
2009-09-15,196795900.0,99.99,6536000,113.24,IBM,None,111.435,1.0146400566,113.464280113,109.405719887,5299380.0,892122.639551,0,0,0,0,0,100,21322.0,0.0,21322.0
2009-09-16,206406300.0,101.5,11236700,115.59,IBM,None,111.922,1.62092429051,115.163848581,108.680151419,5792670.0,2080932.06256,0,0,0,0,0,100,21322.0,0.0,21322.0
2009-09-17,229170900.0,101.35,8392600,115.64,IBM,SELL,112.471,1.86535936365,116.201718727,108.740281273,6114050.0,2219170.33608,0,0,1,0,-100,100,32886.0,-11564.0,21322.0
2009-09-18,153799100.0,101.41,9935800,115.86,IBM,None,113.019,1.98399400761,116.986988015,109.051011985,6614010.0,2472994.02994,0,0,0,0,-100,100,32886.0,0.0,21300.0
2009-09-21,151892000.0,101.16,4515100,115.35,IBM,None,113.409,2.0242115063,117.457423013,109.360576987,6720350.0,2341258.72947,0,0,0,0,-100,100,32886.0,0.0,21351.0
2009-09-22,143126700.0,101.75,5564700,115.39,IBM,None,113.832,1.94233422001,117.71666844,109.94733156,6697070.0,2352584.56362,0,0,0,0,-100,100,32886.0,0.0,21347.0
2009-09-23,225947400.0,100.9,5538100,114.64,IBM,None,114.217,1.62859209817,117.474184196,110.959815804,6726070.0,2334456.26696,0,0,0,0,-100,100,32886.0,0.0,21422.0
2009-09-24,228636800.0,99.79,5426800,114.75,IBM,None,114.527,1.35828363918,117.243567278,111.810432722,6779810.0,2293300.40018,0,0,0,0,-100,100,32886.0,0.0,21411.0
2009-09-25,204059000.0,99.26,5187900,114.88,IBM,None,114.814,1.03118270825,116.876365416,112.751634584,6709230.0,2334100.15212,0,0,0,0,-100,100,32886.0,0.0,21398.0
2009-09-28,118285800.0,101.03,8248600,113.22,IBM,BUY,114.856,0.944989123987,116.745978248,112.966021752,7058230.0,2270068.63041,0,0,0,1,0,100,21564.0,11322.0,21564.0
2009-09-29,133733900.0,100.73,6748800,112.73,IBM,None,114.805,1.04983861194,116.904677224,112.705322776,7079510.0,2265622.2753,0,0,0,0,0,100,21564.0,0.0,21564.0
2009-09-30,254383000.0,100.34,7733300,113.49,IBM,None,114.595,1.08481693284,116.764633866,112.425366134,6729170.0,1767459.88988,0,0,0,0,0,100,21564.0,0.0,21564.0
2009-10-01,281840600.0,97.85,7067500,111.87,IBM,None,114.218,1.31249380951,116.842987619,111.593012381,6596660.0,1676209.6456,0,0,0,0,0,100,21564.0,0.0,21564.0
2009-10-02,224748800.0,97.39,7581900,112.93,IBM,None,113.925,1.22963635094,116.384272702,111.465727298,6361270.0,1271650.99951,0,0,0,0,0,100,21564.0,0.0,21564.0
2009-10-05,149875000.0,98.85,5673300,113.62,IBM,None,113.752,1.12403835443,116.000076709,111.503923291,6477090.0,1129635.2759,0,0,0,0,0,100,21564.0,0.0,21564.0
2009-10-06,202491100.0,100.26,6659100,115.14,IBM,None,113.727,1.08568513955,115.898370279,111.555629721,6586530.0,1083491.46031,0,0,0,0,0,100,21564.0,0.0,21564.0
2009-10-07,159200300.0,100.54,5872000,116.5,IBM,None,113.913,1.3791466766,116.671293353,111.154706647,6619920.0,1052287.58405,0,0,0,0,0,100,21564.0,0.0,21564.0
2009-10-08,183305800.0,101.31,6498000,116.03,IBM,None,114.041,1.51788193071,117.076763861,111.005236139,6727040.0,968524.917594,0,0,0,0,0,100,21564.0,0.0,21564.0
2009-10-09,135008300.0,101.93,13123100,119.49,IBM,None,114.502,2.29971399188,119.101427984,109.902572016,7520560.0,2126192.64111,0,0,0,0,0,100,21564.0,0.0,21564.0
2009-10-12,118031000.0,102.33,7730500,120.54,IBM,SELL,115.234,2.92601055668,121.086021113,109.381978887,7468750.0,2112750.86939,0,0,1,0,-100,100,33618.0,-12054.0,21564.0
2009-10-13,157692700.0,102.12,7581300,120.52,IBM,None,116.013,3.20862050663,122.430241013,109.595758987,7552000.0,2097577.43864,0,0,0,0,-100,100,33618.0,0.0,21566.0
2009-10-14,191421600.0,103.87,9545500,121.78,IBM,None,116.842,3.53832289212,123.918645784,109.765354216,7733220.0,2191175.37398,0,0,0,0,-100,100,33618.0,0.0,21440.0
2009-10-15,173873600.0,104.25,11904600,121.43,IBM,None,117.798,3.33111859758,124.460237195,111.135762805,8216930.0,2534839.90336,0,0,0,0,-100,100,33618.0,0.0,21475.0
2009-10-16,192069400.0,103.48,19216900,115.42,IBM,BUY,118.047,3.00378668425,124.054573368,112.039426632,9380430.0,4280283.92647,0,0,0,1,0,100,22076.0,11542.0,22076.0
2009-10-19,159530400.0,104.33,7514100,116.76,IBM,None,118.361,2.6305193826,123.622038765,113.099961235,9564510.0,4140437.37342,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-10-20,180921100.0,103.78,8780700,116.54,IBM,None,118.501,2.4725580546,123.446116109,113.555883891,9776670.0,4027845.12255,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-10-21,225379300.0,102.85,7171000,114.68,IBM,None,118.319,2.69333931518,123.70567863,112.93232137,9906570.0,3907061.34555,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-10-22,238444000.0,103.89,6027000,116.41,IBM,None,118.357,2.65992919705,123.676858394,113.037141606,9859470.0,3955259.29844,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-10-23,240033200.0,102.71,6799200,114.2,IBM,None,117.828,2.92262363107,123.673247262,111.982752738,9227080.0,3880313.35556,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-10-26,242028200.0,101.59,6538500,113.96,IBM,None,117.17,2.98426242516,123.13852485,111.20147515,9107880.0,3949094.26966,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-10-27,253266300.0,101.13,9445400,114.48,IBM,None,116.566,2.8385802398,122.24316048,110.88883952,9294290.0,3912857.67025,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-10-28,248821400.0,99.22,8780400,115.28,IBM,None,115.916,2.17972577276,120.275451546,111.556548454,9217780.0,3914879.52129,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-10-29,198110600.0,101.35,6309400,116.58,IBM,None,115.431,1.07730579586,117.585611592,113.276388408,8658260.0,3887952.63466,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-10-30,325608100.0,98.41,7711700,114.44,IBM,None,115.333,1.12206208979,117.57712418,113.08887582,7507740.0,1165223.66399,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-11-02,254222900.0,99.13,7049400,114.39,IBM,None,115.096,1.03400193424,117.164003868,113.027996132,7461270.0,1174173.76061,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-11-03,228362600.0,99.45,5706800,114.96,IBM,None,114.938,0.900996978666,116.739993957,113.136006043,7153880.0,1192594.72095,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-11-04,247996700.0,99.7,6353300,115.08,IBM,None,114.978,0.897141138412,116.772282277,113.183717723,7072110.0,1219030.18963,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-11-05,180015300.0,101.54,6701800,116.8,IBM,None,115.017,0.971688679001,116.960377358,113.073622642,7139590.0,1172540.00211,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-11-06,170954100.0,101.8,4979600,117.7,IBM,None,115.367,1.23844032737,117.843880655,112.890119345,6957630.0,1357786.08776,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-11-09,159495700.0,104.12,7764600,120.09,IBM,None,115.98,1.83705682487,119.65411365,112.30588635,7080240.0,1371027.43485,0,0,0,0,0,100,22076.0,0.0,22076.0
2009-11-10,171899800.0,104.14,6444500,120.96,IBM,SELL,116.628,2.32676122062,121.281522441,111.974477559,6780150.0,1096818.09922,0,0,1,0,-100,100,34172.0,-12096.0,22076.0
2009-11-11,169466200.0,104.67,6530800,121.22,IBM,None,117.222,2.67634410676,122.574688214,111.869311786,6555190.0,842100.207088,0,0,0,0,-100,100,34172.0,0.0,22050.0
2009-11-12,157144500.0,103.61,5345400,120.34,IBM,None,117.598,2.83551602202,123.269032044,111.926967956,6458790.0,924508.539051,0,0,0,0,-100,100,34172.0,0.0,22138.0
2009-11-13,150963000.0,104.17,4979700,121.07,IBM,None,118.261,2.78981261816,123.840625236,112.681374764,6185590.0,916756.705214,0,0,0,0,-100,100,34172.0,0.0,22065.0
2009-11-16,210922200.0,105.68,7822500,122.2,IBM,None,119.042,2.6766264007,124.395252801,113.688747199,6262900.0,1024018.44493,0,0,0,0,-100,100,34172.0,0.0,21952.0
2009-11-17,147134100.0,105.8,1027500,122.6,IBM,None,119.806,2.46393181724,124.733863634,114.878136366,5794970.0,1953575.21486,0,0,0,0,-100,100,34172.0,0.0,21912.0
2009-11-18,156486800.0,105.74,3970100,122.14,IBM,None,120.512,1.90807523728,124.328150475,116.695849525,5556650.0,2022060.52731,0,0,0,0,-100,100,34172.0,0.0,21958.0
2009-11-19,208734600.0,104.36,5308400,121.56,IBM,None,120.988,1.40713894126,123.802277883,118.173722117,5417310.0,1981992.88509,0,0,0,0,-100,100,34172.0,0.0,22016.0
2009-11-20,134196000.0,103.99,5354200,121.0,IBM,BUY,121.318,0.811073362903,122.940146726,119.695853274,5454770.0,1976332.81276,0,0,0,1,0,100,22072.0,12100.0,22072.0
2009-11-23,148010200.0,105.31,7003500,122.19,IBM,None,121.528,0.725102291642,122.978204583,120.077795417,5378660.0,1890277.61465,0,0,0,0,0,100,22072.0,0.0,22072.0
2009-11-24,138420100.0,105.47,4816500,121.93,IBM,None,121.625,0.705285600157,123.0355712,120.2144288,5215860.0,1858114.8064,0,0,0,0,0,100,22072.0,0.0,22072.0
2009-11-25,109564800.0,105.84,3967700,121.31,IBM,None,121.634,0.700098405789,123.034196812,120.233803188,4959550.0,1833187.98591,0,0,0,0,0,100,22072.0,0.0,22072.0
2009-11-27,126001800.0,104.12,3319200,119.8,IBM,None,121.58,0.821326839808,123.22265368,119.93734632,4756930.0,1896679.05623,0,0,0,0,0,100,22072.0,0.0,22072.0
2009-11-30,160874800.0,104.47,6302700,120.42,IBM,BUY,121.515,0.889097544961,123.29319509,119.73680491,4889230.0,1959060.67347,1,0,0,0,100,100,10030.0,12042.0,22072.0
2009-12-01,159613700.0,105.77,6578600,121.94,IBM,SELL,121.489,0.870446245714,123.229892491,119.748107509,4764840.0,1783767.48248,0,1,0,0,0,100,22224.0,-12194.0,22224.0
2009-12-02,132315100.0,105.72,4597900,121.24,IBM,None,121.353,0.779017187094,122.911034374,119.794965626,5121880.0,1221193.44887,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-03,167324900.0,104.89,5760000,121.57,IBM,None,121.296,0.734623108214,122.765246216,119.826753784,5300870.0,1163426.29624,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-04,274907800.0,105.49,7068500,121.28,IBM,None,121.268,0.728755407839,122.725510816,119.810489184,5476880.0,1290852.88929,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-07,127973800.0,105.33,4144400,121.08,IBM,None,121.276,0.725920105804,122.727840212,119.824159788,5355900.0,1358545.03872,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-08,169863700.0,104.16,5351400,120.85,IBM,None,121.142,0.659053192938,122.460106386,119.823893614,5190690.0,1230324.82834,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-09,155063400.0,104.55,6071900,122.37,IBM,None,121.186,0.728532772091,122.643065544,119.728934456,5316230.0,1251763.31811,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-10,138014600.0,105.14,7077800,123.27,IBM,None,121.382,0.984341855708,123.350683711,119.413316289,5627240.0,1265768.372,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-11,124854000.0,105.59,6597200,123.6,IBM,None,121.762,1.03779467034,123.837589341,119.686410659,5955040.0,997706.898844,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-14,107141500.0,106.31,5201300,123.83,IBM,None,122.103,1.10584356941,124.314687139,119.891312861,5844900.0,1015694.60743,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-15,120408800.0,105.81,7862600,122.46,IBM,None,122.155,1.1095469546,124.374093909,119.935906091,5973300.0,1185685.54104,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-16,155358200.0,105.97,6372500,122.67,IBM,None,122.298,1.06996157772,124.437923155,120.158076845,6150760.0,1085529.40407,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-17,183390100.0,104.7,5909500,121.42,IBM,None,122.283,1.08228205402,124.447564108,120.118435892,6165710.0,1080567.99719,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-18,174591200.0,105.29,9106600,121.91,IBM,None,122.346,1.03470017128,124.415400343,120.276599657,6369520.0,1411345.45011,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-21,118039600.0,106.36,4772500,122.61,IBM,None,122.499,0.935015745565,124.369031491,120.628968509,6432330.0,1311781.09289,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-22,91707500.0,106.75,5535500,123.83,IBM,None,122.797,0.818712403724,124.434424807,121.159575193,6450740.0,1296123.78627,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-23,111783100.0,106.96,4127600,123.9,IBM,None,122.95,0.871320836438,124.692641673,121.207358327,6256310.0,1490520.46425,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-24,39677500.0,107.46,4265100,124.44,IBM,None,123.067,0.989590824539,125.046181649,121.087818351,5975040.0,1580921.13107,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-28,87508500.0,107.69,5800400,126.1,IBM,None,123.317,1.37855036583,126.074100732,120.559899268,5895360.0,1566089.66836,0,0,0,0,0,100,22224.0,0.0,22224.0
2009-12-29,80572500.0,107.54,4184200,125.66,IBM,SELL,123.5,1.56330135007,126.6266027,120.3733973,5793650.0,1647106.2728,0,0,1,0,-100,100,34790.0,-12566.0,22224.0
2009-12-30,73138400.0,107.5,3867000,126.35,IBM,None,123.889,1.74874208759,127.386484175,120.391515825,5394090.0,1572385.86758,0,0,0,0,-100,100,34790.0,0.0,22155.0
2009-12-31,90637900.0,106.47,4223400,124.76,IBM,None,124.098,1.71135943364,127.520718867,120.675281133,5179180.0,1570666.58588,0,0,0,0,-100,100,34790.0,0.0,22314.0
