,Volume of SPY,SPY,Volume of IBM,IBM,Symbol,Order,rolling_mean,rolling_std,upper_band,lower_band,rolling_volume,rolling_std_volume,long execute,long exit,short execute,short exit,shares,Shares,Cash,Trades,Cummulative_Value
2008-01-14,170365500.0,128.82,18009400,94.53,IBM,None,93.239,3.24241833616,99.7238366723,86.7541633277,10441020.0,3291765.04319,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-15,239940100.0,125.99,11629500,93.52,IBM,None,92.664,2.4724985114,97.6089970228,87.7190029772,11030740.0,2853539.66902,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-16,378802600.0,124.9,12681700,93.33,IBM,None,92.383,2.17538272495,96.7337654499,88.0322345501,11348560.0,2841504.08458,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-17,397892600.0,121.67,11934000,92.85,IBM,None,92.034,1.6974765585,95.428953117,88.639046883,11789070.0,2505100.48681,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-18,348561500.0,120.42,23871700,94.96,IBM,None,92.243,1.92523043354,96.0934608671,88.3925391329,13072780.0,4538983.7964,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-22,435923700.0,119.19,15129500,92.96,IBM,None,92.351,1.93288184383,96.2167636877,88.4852363123,13320690.0,4580859.49903,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-23,511913000.0,122.06,19588100,97.44,IBM,None,93.133,2.25951346779,97.6520269356,88.6139730644,14336060.0,4746061.28541,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-24,259949300.0,123.09,13025700,98.18,IBM,None,93.923,2.51749897937,98.9579979587,88.8880020413,14546420.0,4622953.44121,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-25,269603900.0,121.31,10025400,95.99,IBM,None,94.346,2.46857673794,99.2831534759,89.4088465241,14485490.0,4683852.05323,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-28,217934600.0,123.32,7858500,96.41,IBM,None,95.017,1.91535346317,98.8477069263,91.1862930737,14375350.0,4838615.20507,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-29,168968300.0,123.93,6616200,97.44,IBM,None,95.308,2.04950292076,99.4070058415,91.2089941585,13236030.0,5214588.11222,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-30,334939200.0,123.01,7431100,97.02,IBM,None,95.658,2.00868005306,99.6753601061,91.6406398939,12816190.0,5518463.75592,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-01-31,343680800.0,125.26,9054600,98.36,IBM,None,96.161,1.99065288006,100.14230576,92.1796942399,12453480.0,5646010.05978,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-01,206843600.0,127.27,8047100,100.17,IBM,None,96.893,1.98369492502,100.86038985,92.92561015,12064790.0,5816952.16519,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-04,124694300.0,125.67,5985500,99.12,IBM,None,97.309,1.96942997957,101.247859959,93.3701400409,10276170.0,4347354.50259,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-05,286882500.0,122.3,9048900,96.45,IBM,None,97.658,1.31292548659,100.283850973,95.0321490268,9668110.0,4004850.26033,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-06,250792900.0,121.32,8265700,95.5,IBM,None,97.464,1.48125472339,100.426509447,94.5014905532,8535870.0,1974569.10914,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-07,297368100.0,122.12,11255800,94.34,IBM,None,97.08,1.74862485653,100.577249713,93.5827502869,8358880.0,1564058.10051,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-08,221643500.0,121.34,6085600,95.2,IBM,None,97.001,1.81974021345,100.640480427,93.3615195731,7964900.0,1593556.82951,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-11,188576300.0,121.96,6098300,96.92,IBM,None,97.052,1.80844807624,100.668896152,93.4351038475,7788880.0,1700256.66415,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-12,256654400.0,123.09,7650200,98.21,IBM,None,97.129,1.8428688384,100.814737677,93.4432623232,7892280.0,1651766.48457,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-13,181967800.0,124.35,6608200,99.95,IBM,None,97.422,2.0454056919,101.512811384,93.3311886162,7809990.0,1697169.23431,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-14,215108500.0,123.25,7340600,97.84,IBM,None,97.37,2.02542176678,101.420843534,93.3191564664,7638590.0,1643199.58918,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-15,154110300.0,123.22,6235600,97.87,IBM,None,97.14,1.78891649392,100.717832988,93.5621670122,7457440.0,1692279.57055,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-19,145190000.0,123.57,7376400,96.8,IBM,None,96.908,1.6485333549,100.20506671,93.6109332902,7596530.0,1613167.73052,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-20,220085700.0,123.94,7671000,99.42,IBM,None,97.205,1.81589433124,100.836788662,93.5732113375,7458740.0,1532140.74868,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-21,201051200.0,122.91,8328000,98.57,IBM,None,97.512,1.7540733546,101.020146709,94.0038532908,7464970.0,1535908.62868,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-22,205491000.0,123.66,7917200,99.63,IBM,None,98.041,1.46503280206,100.971065604,95.1109343959,7131110.0,813130.625627,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-25,190107000.0,125.22,8158000,101.48,IBM,None,98.669,1.45787097432,101.584741949,95.7532580514,7338350.0,780495.602166,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-26,212420700.0,126.16,18651500,105.44,IBM,None,99.521,2.46434327515,104.44968655,94.5923134497,8593670.0,3592800.15155,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-27,168395800.0,126.03,11854900,107.36,IBM,None,100.436,3.43213312355,107.300266247,93.5717337529,9014140.0,3714109.00971,0,0,0,0,0,0,10000.0,0.0,10000.0
2008-02-28,170831100.0,124.8,7227200,106.24,IBM,SELL,101.065,3.88028707415,108.825574148,93.3044258517,9076040.0,3674502.88103,0,0,1,0,-100,100,20624.0,-10624.0,10000.0
2008-02-29,252715200.0,122.02,8475100,104.96,IBM,None,101.777,3.87600323931,109.529006479,94.0249935214,9189490.0,3632238.5303,0,0,0,0,-100,100,20624.0,0.0,10128.0
2008-03-03,189483500.0,121.73,6335700,105.3,IBM,None,102.52,3.75406446402,110.028128928,95.011871072,9199500.0,3623320.45229,0,0,0,0,-100,100,20624.0,0.0,10094.0
2008-03-04,282513100.0,121.26,8593300,106.67,IBM,None,103.507,3.35988442262,110.226768845,96.7872311548,9321190.0,3575406.11787,0,0,0,0,-100,100,20624.0,0.0,9957.0
2008-03-05,270681400.0,122.03,8434200,106.37,IBM,None,104.202,3.13160164914,110.465203298,97.9387967017,9397510.0,3544277.65668,0,0,0,0,-100,100,20624.0,0.0,9987.0
2008-03-06,247911700.0,119.5,8018400,103.73,IBM,BUY,104.718,2.45182834273,109.621656685,99.8143433145,9366550.0,3555990.94651,0,0,0,1,0,100,10251.0,10373.0,10251.0
2008-03-07,326434600.0,118.27,8124900,105.04,IBM,None,105.259,1.67969210142,108.618384203,101.899615797,9387320.0,3547180.5686,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-10,235683300.0,116.71,9747300,105.1,IBM,None,105.621,1.04489712412,107.710794248,103.531205752,9546250.0,3521492.42928,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-11,341440600.0,120.91,10480600,107.39,IBM,None,105.816,1.18051965959,108.177039319,103.454960681,8729160.0,1595105.43169,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-12,229161100.0,119.78,9083200,107.92,IBM,None,105.872,1.271663827,108.415327654,103.328672346,8451990.0,1177856.51498,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-13,351504200.0,120.04,9548900,106.85,IBM,None,105.933,1.30545905081,108.543918102,103.322081898,8684160.0,1137745.60933,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-14,484687800.0,118.18,9734600,106.23,IBM,None,106.06,1.26131324861,108.582626497,103.537373503,8810110.0,1180925.707,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-17,405311100.0,116.99,9280300,106.52,IBM,None,106.182,1.23842911249,108.658858225,103.705141775,9104570.0,801566.286231,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-18,334416600.0,121.85,9966500,109.16,IBM,None,106.431,1.5568376066,109.544675213,103.317324787,9241890.0,821620.018216,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-19,345971600.0,118.83,9314400,107.8,IBM,None,106.574,1.61519314291,109.804386286,103.343613714,9329910.0,771071.004729,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-20,245320700.0,121.03,11417900,109.08,IBM,None,107.109,1.44564825905,110.000296518,104.217703482,9669860.0,871457.156721,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-24,208977300.0,123.45,8398000,109.76,IBM,None,107.581,1.46546503806,110.511930076,104.650069924,9697170.0,820447.457929,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-25,192947200.0,123.57,8443600,108.75,IBM,None,107.946,1.21139222018,110.36878444,105.52321556,9566800.0,910260.502396,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-26,196934300.0,122.06,9617100,107.78,IBM,None,107.985,1.19770382167,110.380407643,105.589592357,9480450.0,853105.703038,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-27,225153200.0,121.67,8437200,106.49,IBM,None,107.842,1.288270158,110.418540316,105.265459684,9415850.0,909147.064561,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-28,180896100.0,120.51,6600900,105.62,IBM,None,107.719,1.44294028521,110.60488057,104.83311943,9121050.0,1268249.28609,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-03-31,166692100.0,120.93,9707200,106.14,IBM,None,107.71,1.45350151932,110.617003039,104.802996961,9118310.0,1266805.22966,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-04-01,254547300.0,125.18,11875400,107.39,IBM,None,107.797,1.39938915245,110.595778305,104.998221695,9377820.0,1540021.98815,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-04-02,210910800.0,125.26,8007600,105.84,IBM,None,107.465,1.43350580358,110.332011607,104.597988393,9181930.0,1580866.1234,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-04-03,175884800.0,125.58,7052900,106.95,IBM,None,107.38,1.43663186346,110.253263727,104.506736273,8955780.0,1715809.54382,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-04-04,204446800.0,125.44,5733200,106.71,IBM,None,107.143,1.3153964337,109.773792867,104.512207133,8387310.0,1750791.15669,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-04-07,154245500.0,125.5,6181200,107.22,IBM,None,106.889,0.947774586422,108.784549173,104.993450827,8165630.0,1884522.15874,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-04-08,148937300.0,125.37,7283300,107.19,IBM,None,106.733,0.704620465216,108.14224093,105.32375907,8049600.0,1901152.37568,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-04-09,195610600.0,124.47,6819100,107.65,IBM,None,106.72,0.684056527879,108.088113056,105.351886944,7769800.0,1850033.53723,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-04-10,192967800.0,124.64,9149300,109.5,IBM,None,107.021,1.10458086571,109.230161731,104.811838269,7841010.0,1891809.99895,0,0,0,0,0,100,10251.0,0.0,10251.0
2008-04-11,222973300.0,122.22,9556800,106.94,IBM,SELL,107.153,0.991654621776,109.136309244,105.169690756,8136600.0,1907378.47086,0,0,1,0,-100,100,20945.0,-10694.0,10251.0
2008-04-14,160522000.0,121.81,7745600,108.12,IBM,None,107.351,0.964208944622,109.279417889,105.422582111,7940440.0,1827084.58917,0,0,0,0,-100,100,20945.0,0.0,10133.0
2008-04-15,172389200.0,122.09,8642000,108.01,IBM,None,107.413,0.98666722973,109.386334459,105.439665541,7617100.0,1247527.84605,0,0,0,0,-100,100,20945.0,0.0,10144.0
2008-04-16,189268900.0,125.4,19317700,111.06,IBM,None,107.935,1.36882147201,110.672642944,105.197357056,8748110.0,3915306.79157,0,0,0,0,-100,100,20945.0,0.0,9839.0
2008-04-17,179665700.0,125.58,18999100,113.46,IBM,None,108.586,2.1648823422,112.915764684,104.256235316,9942730.0,5010040.30856,0,0,0,0,-100,100,20945.0,0.0,9599.0
2008-04-18,218530600.0,126.89,12490800,114.68,IBM,None,109.383,2.77780508875,114.938610178,103.827389822,10618490.0,4831730.04637,0,0,0,0,-100,100,20945.0,0.0,9477.0
2008-04-21,118587400.0,126.96,6952800,114.63,IBM,None,110.124,3.10568367853,116.335367357,103.912632643,10695650.0,4758603.21646,0,0,0,0,-100,100,20945.0,0.0,9482.0
2008-04-22,162166100.0,126.4,5417500,114.01,IBM,None,110.806,3.13845043152,117.082900863,104.529099137,10509070.0,4940370.60104,0,0,0,0,-100,100,20945.0,0.0,9544.0
2008-04-23,193309000.0,126.2,7593300,113.94,IBM,None,111.435,3.06510920596,117.565218412,105.304781588,10586490.0,4881839.96061,0,0,0,0,-100,100,20945.0,0.0,9551.0
2008-04-24,229381300.0,126.75,5996700,114.49,IBM,None,111.934,3.12076984804,118.175539696,105.692460304,10271230.0,5082628.59684,0,0,0,0,-100,100,20945.0,0.0,9496.0
2008-04-25,190788100.0,127.92,6313400,113.46,IBM,None,112.586,2.59894080989,117.78388162,107.38811838,9946890.0,5234501.61916,0,0,0,0,-100,100,20945.0,0.0,9599.0
2008-04-28,105610200.0,127.95,5605200,112.18,IBM,BUY,112.992,2.09129837395,117.174596748,108.809403252,9732850.0,5376352.83218,0,0,0,1,0,100,9727.0,11218.0,9727.0
2008-04-29,125514100.0,127.44,7226000,113.25,IBM,None,113.516,1.14805342501,115.81210685,111.21989315,9591250.0,5426686.78933,0,0,0,0,0,100,9727.0,0.0,9727.0
2008-04-30,208395900.0,126.69,8128300,111.27,IBM,None,113.537,1.09901016071,115.735020321,111.338979679,8472310.0,4217114.48806,0,0,0,0,0,100,9727.0,0.0,9727.0
2008-05-01,187279500.0,129.31,8230200,113.95,IBM,SELL,113.586,1.10609623853,115.798192477,111.373807523,7395420.0,2046809.99162,1,1,0,0,0,100,21122.0,-11395.0,21122.0
2008-05-02,181585500.0,129.67,6916600,113.56,IBM,None,113.474,1.037595511,115.549191022,111.398808978,6838000.0,992420.215657,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-05,118504500.0,129.05,6359300,112.5,IBM,None,113.261,0.99152463969,115.244049279,111.277950721,6778650.0,1002487.53858,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-06,179339800.0,130.17,5910400,113.22,IBM,None,113.182,0.956054391759,115.094108784,111.269891216,6827940.0,938181.757088,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-07,199267300.0,127.85,11406800,114.91,IBM,None,113.279,1.08236828811,115.443736576,111.114263424,7209290.0,1727154.68744,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-08,178321200.0,127.52,9794000,115.63,IBM,None,113.393,1.26817497916,115.929349958,110.856650042,7589020.0,1844390.06407,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-09,152588200.0,127.28,5502900,114.83,IBM,None,113.53,1.34772235848,116.225444717,110.834555283,7507970.0,1922815.4017,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-12,147865900.0,128.71,8666800,115.93,IBM,None,113.905,1.44831127716,116.801622554,111.008377446,7814130.0,1827566.24628,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-13,159132200.0,128.73,9693400,117.17,IBM,None,114.297,1.75033361899,117.797667238,110.796332762,8060870.0,1904291.5866,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-14,181910800.0,128.99,8888300,118.04,IBM,None,114.974,1.75869395986,118.49138792,111.45661208,8136870.0,1922361.73093,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-15,166927000.0,130.61,7227900,118.91,IBM,None,115.47,2.1034469066,119.676893813,111.263106187,8036640.0,1942973.86795,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-16,204236800.0,130.73,6372100,118.31,IBM,None,115.945,2.15977493683,120.264549874,111.625450126,7982190.0,1985024.00906,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-19,165664400.0,131.08,6385200,117.08,IBM,None,116.403,1.80444543651,120.011890873,112.794109127,7984780.0,1982686.75388,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-20,178552100.0,130.02,7017700,115.87,IBM,None,116.668,1.44355117679,119.555102354,113.780897646,8095510.0,1882344.89959,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-21,252724800.0,127.82,8333900,114.43,IBM,None,116.62,1.5147276983,119.649455397,113.590544603,7788220.0,1492087.19495,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-22,170820400.0,127.84,5031300,115.43,IBM,None,116.6,1.53049011758,119.660980235,113.539019765,7311950.0,1540059.20251,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-23,181376400.0,126.13,4701500,114.96,IBM,None,116.613,1.51425119008,119.64150238,113.58449762,7231810.0,1660776.39906,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-27,168322900.0,127.06,6989200,117.85,IBM,None,116.805,1.53953997458,119.884079949,113.725920051,7064050.0,1582608.02212,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-28,181288100.0,127.65,9875600,119.91,IBM,None,117.079,1.82843861745,120.735877235,113.422122765,7082270.0,1616919.07518,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-29,173927200.0,128.29,7561500,120.06,IBM,None,117.281,2.04514302678,121.371286054,113.190713946,6949590.0,1502654.05455,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-05-30,117362000.0,128.61,8652900,119.8,IBM,None,117.37,2.14102779057,121.652055581,113.087944419,7092090.0,1596609.91093,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-02,181069900.0,127.28,7599300,117.89,IBM,None,117.328,2.1245956478,121.577191296,113.078808704,7214810.0,1582218.66971,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-03,271965700.0,126.54,7238200,118.33,IBM,None,117.453,2.14505659081,121.743113182,113.162886818,7300110.0,1555287.63717,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-04,246637700.0,126.47,6432300,118.06,IBM,None,117.672,2.07617062026,121.824341241,113.519658759,7241570.0,1577950.3647,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-05,237867100.0,129.0,6153300,118.92,IBM,None,118.121,1.75832274878,121.637645498,114.604354502,7023510.0,1560804.32644,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-06,384077400.0,124.89,7866700,115.65,IBM,None,118.143,1.72191140565,121.586822811,114.699177189,7307050.0,1408825.77919,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-09,228263900.0,125.19,5584000,116.5,IBM,None,118.297,1.45356305524,121.20412611,115.38987389,7395300.0,1245669.85817,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-10,260138500.0,124.57,5384200,116.57,IBM,None,118.169,1.55042968955,121.269859379,115.068140621,7234800.0,1397904.94272,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-11,283890100.0,122.73,7207200,114.08,IBM,None,117.586,1.8833905596,121.352781119,113.819218881,6967960.0,1048922.48014,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-12,252791800.0,123.2,6748600,114.64,IBM,None,117.044,1.87216570967,120.788331419,113.299668581,6886670.0,1029125.50584,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-13,244726900.0,124.76,6379600,116.77,IBM,None,116.741,1.60230701733,119.945614035,113.536385965,6659340.0,826818.268626,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-16,185832500.0,124.83,6280200,117.29,IBM,None,116.681,1.56530756651,119.811615133,113.550384867,6527430.0,762953.027606,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-17,191707700.0,124.23,5277900,115.8,IBM,None,116.428,1.47077303937,119.369546079,113.486453921,6331400.0,810399.731271,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-18,265893000.0,123.02,6614700,114.93,IBM,None,116.115,1.41693918947,118.948878379,113.281121621,6349640.0,814962.891043,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-19,304204900.0,123.17,7570200,115.72,IBM,None,115.795,1.0183565191,117.831713038,113.758286962,6491330.0,896160.785487,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-20,289275700.0,121.18,9624900,113.61,IBM,None,115.591,1.23245419117,118.055908382,113.126091618,6667150.0,1284368.80153,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-23,165096400.0,121.06,5852300,114.28,IBM,None,115.369,1.25033728783,117.869674576,112.868325424,6693980.0,1261832.75331,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-24,267300600.0,120.82,7552900,114.28,IBM,None,115.14,1.21514516737,117.570290335,112.709709665,6910850.0,1196378.37869,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-25,287853900.0,121.39,7131500,115.32,IBM,None,115.264,1.15682707821,117.577654156,112.950345844,6903280.0,1194532.96666,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-26,297775000.0,118.09,9710600,112.12,IBM,None,115.012,1.52405015957,118.060100319,111.963899681,7199480.0,1484061.8569,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-27,303423400.0,117.45,11660400,111.12,IBM,None,114.447,1.81871169299,118.084423386,110.809576614,7727560.0,2007233.46159,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-06-30,258842600.0,117.86,8439000,109.72,IBM,None,113.69,2.06292133744,117.815842675,109.564157325,7943440.0,1949533.55344,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-01,388622000.0,118.23,10069400,110.4,IBM,None,113.15,2.15398339001,117.45796678,108.84203322,8422590.0,1805081.86607,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-02,288064600.0,116.2,8093200,110.24,IBM,None,112.681,2.23250954956,117.146019099,108.215980901,8570440.0,1697917.68496,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-03,239352500.0,116.32,6115200,110.65,IBM,None,112.174,2.03239978569,116.238799571,108.109200429,8424940.0,1848793.63322,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-07,372427300.0,115.13,9131100,112.46,IBM,None,112.059,1.97380878281,116.006617566,108.111382434,8375560.0,1819545.58381,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-08,375973700.0,117.18,9813300,114.67,IBM,None,112.098,2.0257388227,116.149477645,108.046522355,8771660.0,1630542.45793,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-09,336729400.0,114.92,9506700,111.45,IBM,None,111.815,1.87943401646,115.573868033,108.056131967,8967040.0,1584690.39332,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-10,436475700.0,115.39,10053600,114.02,IBM,None,111.685,1.63973066894,114.964461338,108.405538662,9259250.0,1474175.15487,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-11,481124600.0,114.05,8841400,113.04,IBM,None,111.777,1.69183036975,115.160660739,108.393339261,9172330.0,1470225.31988,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-14,322720800.0,113.02,8317400,112.5,IBM,None,111.915,1.68856447908,115.292128958,108.537871042,8838030.0,1196147.07852,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-15,502502500.0,111.42,10710500,114.04,IBM,None,112.347,1.61563919239,115.578278385,109.115721615,9065180.0,1321104.68237,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-16,371642900.0,114.16,9898800,116.57,IBM,None,112.964,1.93587878408,116.835757568,109.092242432,9048120.0,1307729.68223,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-17,375490600.0,115.3,12298200,117.11,IBM,None,113.651,2.07573521112,117.802470422,109.499529578,9468620.0,1608116.82812,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-18,267030100.0,116.02,18317800,120.23,IBM,None,114.609,2.66411732308,119.937234646,109.280765354,10688880.0,2895332.9092,0,0,0,0,0,100,21122.0,0.0,21122.0
2008-07-21,222863000.0,116.08,7779600,119.09,IBM,SELL,115.272,2.8856572523,121.043314505,109.500685495,10553730.0,3005571.68274,0,0,1,0,-100,100,33031.0,-11909.0,21122.0
2008-07-22,296904200.0,117.4,11428600,120.33,IBM,None,115.838,3.28228511186,122.402570224,109.273429776,10715260.0,3004762.73391,0,0,0,0,-100,100,33031.0,0.0,20998.0
2008-07-23,311698400.0,118.03,10230300,119.89,IBM,None,116.682,3.10915065215,122.900301304,110.463698696,10787620.0,2981043.83314,0,0,0,0,-100,100,33031.0,0.0,21042.0
2008-07-24,248634500.0,115.59,8946300,120.33,IBM,None,117.313,3.14892239063,123.610844781,111.015155219,10676890.0,3031476.78843,0,0,0,0,-100,100,33031.0,0.0,20998.0
2008-07-25,219131000.0,115.56,7565500,118.97,IBM,None,117.906,2.79308749913,123.492174998,112.319825002,10549300.0,3142143.56734,0,0,0,0,-100,100,33031.0,0.0,21134.0
2008-07-28,205201300.0,113.86,6096800,116.86,IBM,BUY,118.342,2.11293266444,122.567865329,114.116134671,10327240.0,3386375.77465,0,0,0,1,0,100,21345.0,11686.0,21345.0
2008-07-29,261505600.0,116.29,5979400,118.17,IBM,None,118.755,1.49060204094,121.736204082,115.773795918,9854130.0,3647318.06645,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-07-30,354710000.0,118.37,5826100,119.28,IBM,None,119.026,1.28080009716,121.587600194,116.464399806,9446860.0,3862795.52547,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-07-31,277402100.0,116.8,5857300,118.46,IBM,None,119.161,1.1170939481,121.395187896,116.926812104,8802770.0,3871505.38279,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-08-01,248690900.0,116.18,4939700,117.22,IBM,None,118.86,1.19952768483,121.25905537,116.46094463,7464960.0,2144428.00776,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-08-04,188239600.0,115.11,5994900,118.07,IBM,None,118.758,1.22097229016,121.19994458,116.31605542,7286490.0,2189132.40016,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-08-05,251577600.0,118.21,6969900,119.29,IBM,None,118.654,1.11158745345,120.877174907,116.430825093,6840620.0,1635911.55004,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-08-06,209555400.0,118.73,6253800,120.02,IBM,None,118.667,1.12828335685,120.923566714,116.410433286,6442970.0,1123438.73793,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-08-07,246312500.0,116.97,6633500,119.92,IBM,None,118.626,1.06691872022,120.75983744,116.49216256,6211690.0,714435.876059,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-08-08,260811700.0,119.14,8561800,119.7,IBM,None,118.699,1.11687510493,120.93275021,116.46524979,6311320.0,953631.754924,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-08-11,249425800.0,120.37,7490400,117.64,IBM,None,118.777,0.99473111945,120.766462239,116.787537761,6450680.0,1018425.82428,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-08-12,213200800.0,119.12,6996800,116.36,IBM,None,118.596,1.24949945534,121.094998911,116.097001089,6552420.0,1016931.78926,0,0,0,0,0,100,21345.0,0.0,21345.0
2008-08-13,256393200.0,118.4,5857800,116.9,IBM,None,118.358,1.32888257152,121.015765143,115.700234857,6555590.0,1014462.53362,0,0,0,0,0,100,21345.0,0.0,21345.0
