,SPY,IBM,rolling_mean,rolling_std,upper_band,lower_band,buy trigger loaded,sell trigger loaded,buy trigger execute,sell trigger execute,shares
2009-09-28,101.03,113.22,113.084,2.01342180589,117.110843612,109.057156388,0,0,0,0,0
2009-09-29,100.73,112.73,113.12,1.99959732789,117.119194656,109.120805344,0,0,0,0,0
2009-09-30,100.34,113.49,113.2585,1.91891766369,117.096335327,109.420664673,0,0,0,0,0
2009-10-01,97.85,111.87,113.3445,1.80758482366,116.959669647,109.729330353,0,0,0,0,0
2009-10-02,97.39,112.93,113.472,1.67234974937,116.816699499,110.127300501,0,0,0,0,0
2009-10-05,98.85,113.62,113.5805,1.60322528541,116.786950571,110.374049429,0,0,0,0,0
2009-10-06,100.26,115.14,113.7795,1.53241287208,116.844325744,110.714674256,0,0,0,0,0
2009-10-07,100.54,116.5,114.065,1.47704007001,117.01908014,111.11091986,0,0,0,0,0
2009-10-08,101.31,116.03,114.284,1.42387684269,117.131753685,111.436246315,0,0,0,0,0
2009-10-09,101.93,119.49,114.658,1.74197286824,118.141945736,111.174054264,0,0,0,0,0
2009-10-12,102.33,120.54,115.045,2.12510433181,119.295208664,110.794791336,0,0,0,0,0
2009-10-13,102.12,120.52,115.409,2.40474290124,120.218485802,110.599514198,0,0,0,0,0
2009-10-14,103.87,121.78,115.7185,2.79580564606,121.310111292,110.126888708,0,0,0,0,0
2009-10-15,104.25,121.43,116.008,3.07325406147,122.154508123,109.861491877,0,0,0,0,0
2009-10-16,103.48,115.42,115.986,3.07594298763,122.137885975,109.834114025,0,0,0,0,0
2009-10-19,104.33,116.76,116.0565,3.07675713596,122.210014272,109.902985728,0,0,0,0,0
2009-10-20,103.78,116.54,116.114,3.07439065422,122.262781308,109.965218692,0,0,0,0,0
2009-10-21,102.85,114.68,116.116,3.07339414637,122.262788293,109.969211707,0,0,0,0,0
2009-10-22,103.89,116.41,116.199,3.05693327579,122.312866552,110.085133448,0,0,0,0,0
2009-10-23,102.71,114.2,116.165,3.0760971513,122.317194303,110.012805697,0,0,0,0,0
2009-10-26,101.59,113.96,116.202,3.04308292431,122.288165849,110.115834151,0,0,0,0,0
2009-10-27,101.13,114.48,116.2895,2.9620769296,122.213653859,110.365346141,0,0,0,0,0
2009-10-28,99.22,115.28,116.379,2.89941718282,122.177834366,110.580165634,0,0,0,0,0
2009-10-29,101.35,116.58,116.6145,2.69820500762,122.010910015,111.218089985,0,0,0,0,0
2009-10-30,98.41,114.44,116.69,2.60934353511,121.90868707,111.47131293,0,0,0,0,0
2009-11-02,99.13,114.39,116.7285,2.56699963094,121.862499262,111.594500738,0,0,0,0,0
2009-11-03,99.45,114.96,116.7195,2.57317022367,121.865840447,111.573159553,0,0,0,0,0
2009-11-04,99.7,115.08,116.6485,2.59900643972,121.846512879,111.450487121,0,0,0,0,0
2009-11-05,101.54,116.8,116.687,2.59506231545,121.877124631,111.496875369,0,0,0,0,0
2009-11-06,101.8,117.7,116.5975,2.52317443125,121.643848863,111.551151137,0,0,0,0,0
2009-11-09,104.12,120.09,116.575,2.48792769399,121.550855388,111.599144612,0,0,0,0,0
2009-11-10,104.14,120.96,116.597,2.52629768634,121.649595373,111.544404627,0,0,0,0,0
2009-11-11,104.67,121.22,116.569,2.46826574531,121.505531491,111.632468509,0,0,0,0,0
2009-11-12,103.61,120.34,116.5145,2.36516489911,121.244829798,111.784170202,0,0,0,0,0
2009-11-13,104.17,121.07,116.797,2.55718410098,121.911368202,111.682631798,0,0,0,0,0
2009-11-16,105.68,122.2,117.069,2.8280175314,122.725035063,111.412964937,0,0,0,0,0
2009-11-17,105.8,122.6,117.372,3.0816256817,123.535251363,111.208748637,0,0,0,0,0
2009-11-18,105.74,122.14,117.745,3.18827044353,124.121540887,111.368459113,0,0,0,0,0
2009-11-19,104.36,121.56,118.0025,3.2813842955,124.565268591,111.439731409,0,0,0,0,0
2009-11-20,103.99,121.0,118.3425,3.21833705834,124.779174117,111.905825883,0,0,0,0,0
2009-11-23,105.31,122.19,118.754,3.15399896539,125.061997931,112.446002069,0,0,0,0,0
2009-11-24,105.47,121.93,119.1265,3.06122829665,125.248956593,113.004043407,0,0,0,0,0
2009-11-25,105.84,121.31,119.428,2.95764237545,125.343284751,113.512715249,0,0,0,0,0
2009-11-27,104.12,119.8,119.589,2.88110158026,125.351203161,113.826796839,0,0,0,0,0
2009-11-30,104.47,120.42,119.888,2.61679313584,125.121586272,114.654413728,0,0,0,0,0
2009-12-01,105.77,121.94,120.2655,2.30830417361,124.882108347,115.648891653,0,0,0,0,0
2009-12-02,105.72,121.24,120.5795,1.94755575557,124.474611511,116.684388489,0,0,0,0,0
2009-12-03,104.89,121.57,120.904,1.46354076778,123.831081536,117.976918464,0,0,0,0,0
2009-12-04,105.49,121.28,121.128,1.10005071654,123.328101433,118.927898567,0,0,0,0,0
2009-12-07,105.33,121.08,121.297,0.749456645286,122.795913291,119.798086709,0,0,0,0,0
2009-12-08,104.16,120.85,121.335,0.702855079774,122.74071016,119.92928984,0,0,0,0,0
2009-12-09,104.55,122.37,121.4055,0.733316008571,122.872132017,119.938867983,0,0,0,0,0
2009-12-10,105.14,123.27,121.508,0.841337281391,123.190674563,119.825325437,0,0,0,0,0
2009-12-11,105.59,123.6,121.671,0.91565277262,123.502305545,119.839694455,0,0,0,0,0
2009-12-14,106.31,123.83,121.809,1.02210258008,123.85320516,119.76479484,0,0,0,0,0
2009-12-15,105.81,122.46,121.822,1.02896780166,123.879935603,119.764064397,0,0,0,0,0
2009-12-16,105.97,122.67,121.8255,1.03186838716,123.889236774,119.761763226,0,0,0,0,0
2009-12-17,104.7,121.42,121.7895,1.03287781415,123.855255628,119.723744372,0,0,0,0,0
2009-12-18,105.29,121.91,121.807,1.03174915352,123.870498307,119.743501693,0,0,0,0,0
2009-12-21,106.36,122.61,121.8875,1.02827333557,123.944046671,119.830953329,0,0,0,0,0
2009-12-22,106.75,123.83,121.9695,1.11536859615,124.200237192,119.738762808,0,0,0,0,0
2009-12-23,106.96,123.9,122.068,1.19578470162,124.459569403,119.676430597,0,0,0,0,0
2009-12-24,107.46,124.44,122.2245,1.29228673289,124.809073466,119.639926534,0,0,0,0,0
2009-12-28,107.69,126.1,122.5395,1.43062178238,125.400743565,119.678256435,0,0,0,0,0
2009-12-29,107.54,125.66,122.8015,1.50016235964,125.801824719,119.801175281,0,0,0,0,0
2009-12-30,107.5,126.35,123.022,1.68017104393,126.382342088,119.661657912,0,0,0,0,0
2009-12-31,106.47,124.76,123.198,1.66799785435,126.533995709,119.862004291,0,0,0,0,0
