,Volume of SPY,SPY,Volume of IBM,IBM,Symbol,Order,rolling_mean,rolling_std,upper_band,lower_band,rolling_volume,rolling_std_volume,long execute,long exit,short execute,short exit,shares,Shares,Cash,Trades,Cummulative_Value
2008-06-25,287853900.0,121.39,7131500,115.32,IBM,None,116.4432,1.9601333288,121.343533322,111.542866678,6935620.0,1094609.85388,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-06-26,297775000.0,118.09,9710600,112.12,IBM,None,116.3508,2.10786803825,121.620470096,111.081129904,7043075.0,1253271.52091,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-06-27,303423400.0,117.45,11660400,111.12,IBM,None,116.1784,2.34880231891,122.050405797,110.306394203,7193450.0,1591407.87405,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-06-30,258842600.0,117.86,8439000,109.72,IBM,None,115.9688,2.67342682713,122.652367068,109.285232932,7235435.0,1613600.5373,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-01,388622000.0,118.23,10069400,110.4,IBM,None,115.6708,2.86345932979,122.829448324,108.512151676,7376995.0,1733584.55063,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-02,288064600.0,116.2,8093200,110.24,IBM,None,115.284,2.91953192595,122.582829815,107.985170185,7460040.0,1725712.11858,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-03,239352500.0,116.32,6115200,110.65,IBM,None,114.9076,2.88451220602,122.118880515,107.696319485,7458135.0,1727250.88272,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-07,372427300.0,115.13,9131100,112.46,IBM,None,114.614,2.73549203374,121.452730084,107.775269916,7521355.0,1765703.49465,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-08,375973700.0,117.18,9813300,114.67,IBM,None,114.4852,2.64926266472,121.108356662,107.862043338,7732820.0,1774702.14479,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-09,336729400.0,114.92,9506700,111.45,IBM,None,114.21,2.58990669073,120.684766727,107.735233273,7938945.0,1726308.35798,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-10,436475700.0,115.39,10053600,114.02,IBM,None,114.0484,2.46258279049,120.204856976,107.891943024,8081265.0,1779324.02548,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-11,481124600.0,114.05,8841400,113.04,IBM,None,113.8132,2.24949016446,119.436925411,108.189474589,8185905.0,1758239.31653,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-14,322720800.0,113.02,8317400,112.5,IBM,None,113.6872,2.23045869722,119.263346743,108.111053257,8282795.0,1706080.52086,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-15,502502500.0,111.42,10710500,114.04,IBM,None,113.5888,2.15415551899,118.974188797,108.203411203,8504310.0,1719937.13254,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-16,371642900.0,114.16,9898800,116.57,IBM,None,113.5888,2.15415551899,118.974188797,108.203411203,8735355.0,1567309.73141,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-17,375490600.0,115.3,12298200,117.11,IBM,None,113.71,2.2653145477,119.373286369,108.046713631,9019530.0,1674174.0201,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-18,267030100.0,116.02,18317800,120.23,IBM,None,113.9336,2.6105169986,120.459892497,107.407307503,9556910.0,2634148.58509,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-21,222863000.0,116.08,7779600,119.09,IBM,None,114.0264,2.752901318,120.908653295,107.144146705,9464645.0,2663792.19386,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-22,296904200.0,117.4,11428600,120.33,IBM,None,114.148,2.96224717627,121.553617941,106.742382059,9743460.0,2555420.60549,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-23,311698400.0,118.03,10230300,119.89,IBM,None,114.3116,3.16339833091,122.220095827,106.403104173,9877330.0,2504242.20581,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-24,248634500.0,115.59,8946300,120.33,IBM,None,114.5276,3.38404624673,122.987715617,106.067484383,9968070.0,2431329.62326,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-25,219131000.0,115.56,7565500,118.97,IBM,None,114.6576,3.49245052458,123.388726311,105.926473689,9860815.0,2489894.20728,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-28,205201300.0,113.86,6096800,116.86,IBM,None,114.7876,3.51226218649,123.568255466,106.006944534,9582635.0,2587149.52476,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-29,261505600.0,116.29,5979400,118.17,IBM,None,114.9432,3.57445417745,123.879335444,106.007064556,9459655.0,2700355.04926,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-30,354710000.0,118.37,5826100,119.28,IBM,None,115.1432,3.67428759535,124.328918988,105.957481012,9247490.0,2814222.1855,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-07-31,277402100.0,116.8,5857300,118.46,IBM,None,115.2688,3.73376967688,124.603224192,105.934375808,9135695.0,2905422.55347,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-01,248690900.0,116.18,4939700,117.22,IBM,None,115.4728,3.69366971994,124.7069743,106.2386257,9076920.0,2980657.09862,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-04,188239600.0,115.11,5994900,118.07,IBM,None,115.7508,3.61307339163,124.783483479,106.718116521,8920110.0,3059120.46474,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-05,251577600.0,118.21,6969900,119.29,IBM,None,116.1336,3.45081618365,124.760640459,107.506559541,8777940.0,3081416.51319,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-06,209555400.0,118.73,6253800,120.02,IBM,None,116.5184,3.31865519953,124.815037999,108.221762001,8615295.0,3126445.35425,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-07,246312500.0,116.97,6633500,119.92,IBM,None,116.9056,3.11399941126,124.690598528,109.120601472,8444290.0,3137149.95076,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-08,260811700.0,119.14,8561800,119.7,IBM,None,117.2676,2.87320854331,124.450621358,110.084578642,8430310.0,3135909.92333,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-11,249425800.0,120.37,7490400,117.64,IBM,None,117.4748,2.69320304965,124.207807624,110.741792376,8388960.0,3142921.66779,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-12,213200800.0,119.12,6996800,116.36,IBM,None,117.5424,2.64056382868,124.143809572,110.940990428,8203275.0,3108055.39727,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-13,256393200.0,118.4,5857800,116.9,IBM,None,117.7604,2.32243672321,123.566491808,111.954308192,8001225.0,3123342.6982,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-14,239555300.0,119.3,6813000,117.96,IBM,None,117.918,2.18782045272,123.387551132,112.448448868,7726965.0,2962872.32744,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-15,181000800.0,119.88,5566200,117.42,IBM,None,118.0932,1.94254069026,122.949551726,113.236848274,7089385.0,1641029.68967,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-18,172275100.0,118.24,5970000,115.77,IBM,None,118.224,1.63616421344,122.314410534,114.133589466,6998905.0,1650828.88,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-19,194673700.0,116.95,9311600,113.89,IBM,None,118.218,1.65234177256,122.348854431,114.087145569,6893055.0,1400784.73776,0,0,0,0,0,100,10082.0,0.0,10082.0
2008-08-20,225498200.0,117.49,6871600,113.84,IBM,BUY,118.1088,1.84479520092,122.720788002,113.496811998,6725120.0,1160330.5471,1,0,0,0,100,100,-1302.0,11384.0,10082.0
2008-08-21,180609800.0,117.69,6315000,114.29,IBM,None,117.996,1.98899053123,122.968476328,113.023523672,6593555.0,1037946.94696,0,0,0,0,100,100,-1302.0,0.0,10127.0
2008-08-22,167715300.0,119.4,5989200,116.09,IBM,None,117.8304,1.96746977952,122.749074449,112.911725551,6514740.0,1019950.34007,0,0,0,0,100,100,-1302.0,0.0,10307.0
2008-08-25,171936900.0,116.98,5827400,114.17,IBM,None,117.6336,2.07912417458,122.831410436,112.435789564,6501270.0,1027511.27134,0,0,0,0,100,100,-1302.0,0.0,10115.0
2008-08-26,159117200.0,117.32,6218200,113.83,IBM,None,117.3736,2.13359024495,122.707575612,112.039624388,6513210.0,1022503.06647,0,0,0,0,100,100,-1302.0,0.0,10081.0
2008-08-27,171032800.0,118.46,5843800,114.65,IBM,None,117.164,2.1334674437,122.497668609,111.830331391,6514095.0,1021884.5292,0,0,0,0,100,100,-1302.0,0.0,10163.0
2008-08-28,167409100.0,119.9,5448200,115.76,IBM,None,116.9812,2.04483764637,122.093294116,111.869105884,6493640.0,1039663.31007,0,0,0,0,100,100,-1302.0,0.0,10274.0
2008-08-29,189195800.0,118.61,7156000,113.12,IBM,None,116.7472,2.14026189986,122.09785475,111.39654525,6604455.0,981821.297104,0,0,0,0,100,100,-1302.0,0.0,10010.0
