,Volume of SPY,SPY,Volume of IBM,IBM,Symbol,Order,rolling_mean,rolling_std,upper_band,lower_band,rolling_volume,rolling_std_volume,long execute,long exit,short execute,short exit,shares,Shares,Cash,Trades,Cummulative_Value
2008-09-02,252364900.0,117.87,11749800,110.03,IBM,None,116.474,2.5263560715,122.789890179,110.158109821,6892200.0,1500220.37504,0,0,0,0,100,100,-1302.0,0.0,9701.0
2008-09-03,251947000.0,117.77,11316600,109.97,IBM,None,116.146,2.81303069067,123.178576727,109.113423273,7109535.0,1797471.18161,0,0,0,0,100,100,-1302.0,0.0,9695.0
2008-09-04,340042500.0,114.22,10133800,106.86,IBM,None,115.6492,3.29237113137,123.880127828,107.418272172,7303535.0,1906337.44632,0,0,0,0,100,100,-1302.0,0.0,9384.0
2008-09-05,289503400.0,114.58,8811400,106.24,IBM,None,115.1604,3.73503846477,124.497996162,105.822803838,7412430.0,1928128.00217,0,0,0,0,100,100,-1302.0,0.0,9322.0
2008-09-08,364075300.0,116.95,10452800,108.99,IBM,None,114.8312,3.9047773304,124.593143326,105.069256674,7506980.0,2031072.81157,0,0,0,0,100,100,-1302.0,0.0,9597.0
2008-09-09,377326800.0,113.48,8106300,106.9,IBM,None,114.3844,4.15009144478,124.759628612,104.009171388,7537775.0,2035472.54927,0,0,0,0,100,100,-1302.0,0.0,9388.0
2008-09-10,298916600.0,113.94,11852200,109.69,IBM,None,114.0004,4.12130792346,124.303669809,103.697130191,7780545.0,2246197.78327,0,0,0,0,100,100,-1302.0,0.0,9667.0
2008-09-11,375369400.0,115.59,9737400,110.77,IBM,None,113.6304,3.97084004546,123.557500114,103.703299886,7974525.0,2238919.54085,0,0,0,0,100,100,-1302.0,0.0,9775.0
2008-09-12,297851200.0,116.12,6635100,110.55,IBM,None,113.2556,3.7905563356,122.731990839,103.779209161,7965630.0,2244124.37597,0,0,0,0,100,100,-1302.0,0.0,9753.0
2008-09-15,483607000.0,110.59,9908300,107.04,IBM,None,112.7492,3.73905059251,122.096826481,103.401573519,8182735.0,2209546.28428,0,0,0,0,100,100,-1302.0,0.0,9402.0
2008-09-16,581744300.0,112.44,13673200,107.84,IBM,None,112.3572,3.71859462701,121.653686568,103.060713432,8567895.0,2460657.23024,0,0,0,0,100,100,-1302.0,0.0,9482.0
2008-09-17,624095600.0,107.39,12298000,103.58,IBM,None,111.846,4.01224376129,121.876609403,101.815390597,8717215.0,2595101.69181,0,0,0,0,100,100,-1302.0,0.0,9056.0
2008-09-18,776114700.0,110.58,15995000,106.97,IBM,None,111.4488,3.98247548643,121.404988716,101.492611284,9173385.0,3020583.26039,0,0,0,0,100,100,-1302.0,0.0,9395.0
2008-09-19,501087800.0,114.97,14432600,110.44,IBM,None,111.148,3.74723564778,120.516089119,101.779910881,9579265.0,3158520.20269,0,0,0,0,100,100,-1302.0,0.0,9742.0
2008-09-22,249966500.0,112.36,8844000,107.99,IBM,None,110.7708,3.5594977642,119.66954441,101.87205559,9722005.0,3050395.15395,0,0,0,0,100,100,-1302.0,0.0,9497.0
2008-09-23,327470400.0,109.81,8012800,107.2,IBM,None,110.428,3.46951845842,119.101796146,101.754203854,9831275.0,2940711.83897,0,0,0,0,100,100,-1302.0,0.0,9418.0
2008-09-24,311818400.0,110.16,6574100,108.22,IBM,None,110.2012,3.41873066113,118.748026653,101.654373347,9849070.0,2918691.85786,0,0,0,0,100,100,-1302.0,0.0,9520.0
2008-09-25,328253000.0,111.88,6539200,111.61,IBM,SELL,110.112,3.34819727615,118.48249319,101.74150681,9883840.0,2872238.75316,0,1,0,0,0,100,9859.0,-11161.0,9859.0
2008-09-26,285917400.0,111.94,4760500,110.97,IBM,None,109.9792,3.23966165929,118.078354148,101.880045852,9849455.0,2931637.02813,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-09-29,459562300.0,103.17,9586700,106.36,IBM,None,109.59,3.05409288224,117.225232206,101.954767794,9970990.0,2863696.01866,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-09-30,328154400.0,107.44,18991900,108.68,IBM,None,109.3704,2.90477836217,116.632345905,102.108454095,10333095.0,3489869.50781,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-10-01,332783000.0,107.5,13134400,102.34,IBM,None,108.9108,3.07383707007,116.595392675,101.226207325,10423985.0,3540141.25666,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-10-02,365337800.0,103.6,11458200,97.33,IBM,None,108.218,3.62824911861,117.288622797,99.1473772035,10490205.0,3546808.00743,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-10-03,461798000.0,102.2,9637900,96.12,IBM,None,107.4324,4.03108368391,117.51010921,97.3546907902,10531530.0,3530997.89281,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-10-06,610637500.0,97.0,11521400,93.5,IBM,None,106.6476,4.72738676931,118.466066923,94.8291330767,10584960.0,3537822.14578,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-10-07,540012100.0,92.65,11416100,88.88,IBM,None,105.8016,5.8548787918,120.438796979,91.1644030205,10750450.0,3492901.25729,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-10-08,725414800.0,90.32,17980400,84.14,IBM,None,104.7684,7.21073371209,122.79523428,86.7415657198,11056860.0,3845622.30162,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-10-09,534485200.0,84.01,21293600,82.7,IBM,None,103.802,8.43396802618,124.886920065,82.7170799345,11634670.0,4456574.03265,0,0,0,0,0,100,9859.0,0.0,9859.0
2008-10-10,871026300.0,81.97,24637400,81.54,IBM,BUY,102.814,9.5140527642,126.599131911,79.0288680895,12534785.0,5156657.10292,1,0,0,0,100,100,1705.0,8154.0,9859.0
2008-10-13,455584000.0,93.88,17101600,85.68,IBM,None,101.8816,10.0127201099,126.913400275,76.8497997251,12894450.0,5214359.39755,0,0,0,0,100,100,1705.0,0.0,10273.0
2008-10-14,546268300.0,92.49,15114200,86.98,IBM,None,101.0848,10.3824985432,127.041046358,75.1285536419,12966500.0,5235598.53845,0,0,0,0,100,100,1705.0,0.0,10403.0
2008-10-15,484627500.0,83.38,11330800,82.04,IBM,None,99.9788,10.8880375183,127.198893796,72.7587062042,12918140.0,5246553.74361,0,0,0,0,100,100,1705.0,0.0,9909.0
2008-10-16,708811200.0,86.85,16271300,85.04,IBM,None,98.9496,11.0404957165,126.550839291,71.3483607087,12931955.0,5255438.2608,0,0,0,0,100,100,1705.0,0.0,10209.0
2008-10-17,476649000.0,86.34,15230700,84.36,IBM,None,97.902,11.1360368474,125.742092119,70.0619078815,12971860.0,5270441.10772,0,0,0,0,100,100,1705.0,0.0,10141.0
2008-10-20,321158800.0,91.52,9747100,85.96,IBM,None,97.0588,11.2130973717,125.091543429,69.0260565708,13017015.0,5236976.37415,0,0,0,0,100,100,1705.0,0.0,10301.0
2008-10-21,356502000.0,88.79,9716400,82.57,IBM,None,96.048,11.3390060558,124.395515139,67.7004848605,13102195.0,5164653.59459,0,0,0,0,100,100,1705.0,0.0,9962.0
2008-10-22,516168000.0,83.96,14198100,77.68,IBM,None,95.012,11.7961388457,124.502347114,65.5216528858,13483395.0,4933654.5808,0,0,0,0,100,100,1705.0,0.0,9473.0
2008-10-23,634666400.0,84.93,12358000,78.38,IBM,None,93.8684,11.9730731505,123.801082876,63.9357171238,13774335.0,4666959.73935,0,0,0,0,100,100,1705.0,0.0,9543.0
2008-10-24,545812600.0,80.62,12287300,76.26,IBM,None,92.5012,11.9534068784,122.384717196,62.6176828041,14150675.0,4179896.54076,0,0,0,0,100,100,1705.0,0.0,9331.0
2008-10-27,397288600.0,77.76,11099100,74.02,IBM,None,91.1424,12.0497369543,121.266742386,61.0180576144,14226295.0,4106009.98044,0,0,0,0,100,100,1705.0,0.0,9107.0
2008-10-28,639939500.0,86.85,14205900,81.1,IBM,None,90.0984,11.7268615011,119.415553753,60.7812462472,13986995.0,3950157.73416,0,0,0,0,100,100,1705.0,0.0,9815.0
2008-10-29,531270100.0,86.22,12692000,81.96,IBM,None,89.048,11.2002983591,117.048745898,61.0472541022,13964875.0,3956417.06796,0,0,0,0,100,100,1705.0,0.0,9901.0
2008-10-30,414582100.0,89.2,12033800,84.27,IBM,None,87.9544,10.1951925272,113.442381318,62.466418682,13993655.0,3939279.58702,0,0,0,0,100,100,1705.0,0.0,10132.0
2008-10-31,411394000.0,89.69,10506300,86.39,IBM,None,86.9712,8.99807679452,109.466391986,64.4760080137,14037075.0,3893259.269,0,0,0,0,100,100,1705.0,0.0,10344.0
2008-11-03,205419400.0,89.95,7686300,86.12,IBM,None,86.1616,8.04047556637,106.262788916,66.0604110841,13845320.0,4111986.39264,0,0,0,0,100,100,1705.0,0.0,10317.0
2008-11-04,346793400.0,93.01,10173000,86.79,IBM,SELL,85.286,6.5374931485,101.629732871,68.9422671288,13783165.0,4159755.61824,0,1,0,0,0,100,10384.0,-8679.0,10384.0
2008-11-05,387844100.0,89.1,8706200,83.58,IBM,None,84.5356,5.49137815125,98.2640453781,70.8071546219,13319455.0,4184092.82093,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-06,477721900.0,84.16,12522000,79.57,IBM,None,83.8252,4.88223575834,96.0307893958,71.6196106042,12880875.0,3740446.91685,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-07,380391000.0,86.94,7927800,80.61,IBM,None,83.2048,4.19137220967,93.6832305242,72.7263694758,12045395.0,2696825.17913,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-10,301773000.0,85.8,9685100,78.37,IBM,None,82.5996,3.70725581349,91.8677395337,73.3314604663,11674570.0,2464911.81397,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-11,418498200.0,83.15,10013600,77.31,IBM,None,82.1368,3.61150790299,91.1655697575,73.1080302425,11419540.0,2351561.35755,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-12,454330600.0,79.49,11368400,74.51,IBM,None,81.7516,3.89164455383,91.4807113846,72.0224886154,11421420.0,2351501.708,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-13,753141900.0,84.45,15103600,78.69,IBM,None,81.5912,3.93334179378,91.4245544844,71.7578455156,11363035.0,2236427.87011,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-14,540352300.0,80.23,12023700,75.06,IBM,None,81.332,4.14468836786,91.6937209196,70.9702790804,11202685.0,2051879.57461,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-17,415254900.0,79.17,10315300,72.4,IBM,None,80.8008,4.40692534541,91.8181133635,69.7834866365,11231095.0,2034525.26299,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-18,523811800.0,80.66,13050600,74.83,IBM,None,80.3148,4.36685825279,91.231945632,69.397654368,11397805.0,2040472.35101,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-19,558327600.0,75.49,12606400,70.99,IBM,None,79.8728,4.72915735976,91.6956933994,68.0499066006,11318220.0,1954743.15491,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-20,814180400.0,69.89,17634700,67.04,IBM,None,79.1528,5.25110743875,92.2805685969,66.0250314031,11582055.0,2406394.92569,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-21,718536500.0,73.66,19804500,69.97,IBM,None,78.5772,5.44175639538,92.1815909885,64.9728090115,11957915.0,3028894.28067,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-24,523305300.0,78.76,15023200,74.65,IBM,None,78.1248,5.26982615147,91.2993653787,64.9502346213,12154120.0,3096673.016,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-25,454112400.0,79.34,12519700,75.36,IBM,None,77.8364,5.21340649991,90.8699162498,64.8028837502,12069810.0,3060615.48366,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-26,370134200.0,82.41,8240600,76.32,IBM,None,77.782,5.22219462168,90.8374865542,64.7265134458,11847240.0,3172786.89025,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-11-28,118308100.0,83.45,3908300,76.25,IBM,None,77.6968,5.22940222843,90.7703055711,64.6232944289,11440965.0,3634308.24914,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-01,369927100.0,76.05,10265000,71.86,IBM,None,77.5208,5.35237090768,90.9017272692,64.1398727308,11428900.0,3637973.09298,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-02,469508400.0,78.98,9305200,74.61,IBM,None,77.5444,5.33757207602,90.88833019,64.20046981,11509845.0,3567647.91564,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-03,519863500.0,80.88,9757800,75.38,IBM,None,77.3156,5.30128056857,90.5688014214,64.0623985786,11489085.0,3577032.06087,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-04,444173800.0,79.01,10914000,72.36,IBM,None,76.9316,5.29853335053,90.1779333763,63.6852666237,11599475.0,3520246.43065,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-05,471905300.0,81.45,11212000,75.31,IBM,None,76.5732,5.07999812992,89.2731953248,63.8732046752,11533975.0,3514360.33872,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-08,412859300.0,84.29,11177600,79.3,IBM,None,76.2896,4.69222893019,88.0201723255,64.5590276745,11696465.0,3412502.46366,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-09,370790000.0,82.9,9356400,77.27,IBM,None,75.9356,4.23083825422,86.5126956355,65.3585043645,11680030.0,3423473.16011,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-10,396187400.0,83.46,8187000,77.43,IBM,None,75.5612,3.59693540856,84.5535385214,66.5688614786,11588700.0,3493909.34221,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-11,365061000.0,81.45,10682400,75.3,IBM,None,75.23,3.18548400299,83.1937100075,67.2662899925,11554400.0,3499548.58096,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-12,415060400.0,82.43,10381700,76.81,IBM,None,75.1196,3.07470524333,82.8063631083,67.4328368917,11318305.0,3405518.37626,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-15,256694200.0,81.28,8848200,77.34,IBM,None,74.9888,2.8957545361,82.2281863402,67.7494136598,11159530.0,3444699.96709,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-16,377699500.0,85.1,11559800,80.73,IBM,None,75.0832,3.04518434034,82.6961608509,67.4702391491,11221755.0,3439884.11807,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-17,281819800.0,84.28,8592000,80.21,IBM,None,75.1992,3.18554406656,83.1630601664,67.2353398336,10998825.0,3459542.36248,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-18,374673300.0,82.71,8029500,78.49,IBM,None,75.3584,3.24849539531,83.4796384883,67.2371615117,10769980.0,3498762.38789,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-19,301451300.0,82.35,13098600,78.04,IBM,None,75.3324,3.22322209391,83.3904552348,67.2743447652,10543175.0,3161068.33171,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-22,243759500.0,81.29,7083300,76.61,IBM,None,75.3944,3.23265767855,83.4760441964,67.3127558036,9907115.0,2383737.167,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-23,221625200.0,80.45,6374400,75.32,IBM,None,75.5112,3.17214349192,83.4415587298,67.5808412702,9474675.0,2182797.7848,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-24,62061600.0,80.92,2415200,75.24,IBM,None,75.5276,3.16953371965,83.4514342991,67.6037657009,8969450.0,2575047.07397,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-26,74767700.0,81.39,3101300,76.0,IBM,None,75.728,3.02580567783,83.2925141946,68.1634858054,8712485.0,2888906.39576,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-29,127795900.0,81.15,6062600,75.92,IBM,None,76.0832,2.42498577315,82.1456644329,70.0207355671,8820200.0,2736492.85419,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-30,168256300.0,83.08,5774400,78.07,IBM,None,76.4072,2.09249755078,81.6384438769,71.1759561231,8595670.0,2795302.8822,0,0,0,0,0,100,10384.0,0.0,10384.0
2008-12-31,193987200.0,84.26,6667700,78.64,IBM,None,76.5668,2.10501330162,81.8293332541,71.3042667459,8463795.0,2822153.53614,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-02,227566300.0,86.8,7558200,81.64,IBM,None,76.818,2.31884849297,82.6151212324,71.0208787676,8353815.0,2811912.65124,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-05,240349700.0,86.7,8315700,81.13,IBM,None,77.0104,2.47040226144,83.1864056536,70.8343943464,8223900.0,2746668.31462,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-06,328260900.0,87.28,9649500,83.38,IBM,None,77.2956,2.77210371379,84.2258592845,70.3653407155,8145775.0,2678580.46869,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-07,280899200.0,84.67,8455100,82.03,IBM,None,77.7024,2.68608339409,84.4176084852,70.9871915148,8009650.0,2583899.46063,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-08,263621000.0,85.01,7231800,81.46,IBM,None,77.9764,2.7067875794,84.7433689485,71.2094310515,7903420.0,2569249.43814,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-09,330953600.0,83.19,7440300,79.15,IBM,None,78.1272,2.66073536201,84.779038405,71.475361595,7866085.0,2570336.81292,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-12,277858500.0,81.19,8072700,80.09,IBM,None,78.4364,2.39887279085,84.4335819771,72.4392180229,7735600.0,2484653.19173,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-13,356432300.0,81.34,7657200,79.74,IBM,None,78.6136,2.32065163262,84.4152290816,72.8119709184,7599375.0,2405363.35495,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-14,435491600.0,78.78,9470000,77.74,IBM,None,78.5512,2.3223987599,84.3571968998,72.7452031002,7630465.0,2426281.82905,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-15,532647300.0,78.81,11734800,78.6,IBM,None,78.6044,2.30700939169,84.3719234792,72.8368765208,7639215.0,2441466.20923,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-16,399237200.0,79.43,11245300,79.35,IBM,None,78.6812,2.2982263451,84.4267658628,72.9356341372,7771880.0,2564929.84917,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-20,419855200.0,75.23,13800100,76.6,IBM,None,78.7332,2.23229650062,84.3139412515,73.1524587485,8060410.0,2898334.49976,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-21,364360700.0,78.48,24905000,85.43,IBM,None,79.078,2.56394715234,85.4878678809,72.6681321191,8650730.0,4650941.12899,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-22,427940300.0,77.27,12350700,84.16,IBM,None,79.3508,2.72883815326,86.1728953831,72.5287046169,8914100.0,4706319.82931,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-23,386800600.0,77.61,10253700,83.62,IBM,None,79.4664,2.8482975617,86.5871439043,72.3456560957,9108065.0,4675982.77892,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-26,317978800.0,78.14,9840800,85.59,IBM,None,79.6816,3.09902495419,87.4291623855,71.9340376145,9479345.0,4403449.40108,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-27,273789700.0,78.93,8720800,85.65,IBM,None,79.968,3.30810998406,88.2382749602,71.6977250398,9760320.0,4146869.20213,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-28,330007000.0,81.6,13407200,88.6,IBM,None,80.3904,3.70236352438,89.646308811,71.134491189,10127550.0,4127337.63103,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-29,294392500.0,78.95,9233500,86.44,IBM,None,80.7836,3.8047173351,90.2953933377,71.2718066623,10300505.0,4006012.22066,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-01-30,383383600.0,77.34,9617000,85.64,IBM,None,81.1964,3.74663502359,90.562987559,71.829812441,10447970.0,3918576.08888,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-02,288233300.0,77.11,9926400,84.97,IBM,None,81.5856,3.60479435382,90.5975858846,72.5736141154,10566380.0,3862030.95447,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-03,278385800.0,78.19,8864500,87.35,IBM,None,82.0396,3.58669704138,91.0063426035,73.0728573965,10593820.0,3847118.9136,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-04,322989300.0,77.81,10189800,86.74,IBM,None,82.4724,3.46835008806,91.1432752201,73.8015247799,10620835.0,3842032.4286,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-05,417679400.0,78.97,11622900,86.35,IBM,None,82.8036,3.4255119812,91.367379953,74.239820047,10779225.0,3813238.9106,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-06,366101700.0,81.22,13055900,90.33,IBM,None,83.2712,3.62551182594,92.3349795648,74.2074204352,11070430.0,3749933.66034,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-09,240075200.0,81.33,8165800,90.96,IBM,None,83.644,3.9181543274,93.4393858185,73.8486141815,11106705.0,3716327.84791,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-10,536212800.0,77.61,13541300,87.63,IBM,None,83.904,3.95982112391,93.8035528098,74.0044471902,11380135.0,3682373.00467,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-11,324442500.0,78.06,10765700,89.4,IBM,None,84.1448,4.10693632773,94.4121408193,73.8774591807,11535560.0,3581176.62749,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-12,469302200.0,78.12,9917700,89.32,IBM,None,84.4364,4.2080813918,94.9566034795,73.9161965205,11557945.0,3568964.21514,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-13,293998400.0,77.28,6742400,88.16,IBM,None,84.7044,4.22394669316,95.2642667329,74.1445332671,11308325.0,3727032.11174,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-17,478910100.0,73.97,8903500,85.19,IBM,None,84.946,4.06266845805,95.1026711451,74.7893288549,11191235.0,3765701.22529,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-18,362964800.0,73.8,8492600,85.98,IBM,None,85.1816,3.93820674081,95.027116852,75.336083148,10925860.0,3759182.33766,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-19,316867500.0,73.0,12622700,83.55,IBM,None,85.334,3.78977681841,94.808442046,75.859557954,10311745.0,1897612.7841,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-20,477176600.0,72.29,12400700,83.42,IBM,None,85.5612,3.47252228215,94.2425057054,76.8798942946,10314245.0,1900471.1575,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-23,379641400.0,69.71,13509600,79.27,IBM,None,85.588,3.41872783357,94.1348195839,77.0411804161,10477040.0,2030045.44191,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-24,426260900.0,72.35,12915300,81.17,IBM,None,85.6608,3.29758992801,93.90477482,77.41682518,10630765.0,2094708.72747,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-25,461985800.0,71.78,12646400,80.7,IBM,None,85.8248,2.90701324386,93.0923331097,78.5572668903,10827045.0,2090235.31525,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-26,363353900.0,70.61,17423200,83.59,IBM,None,85.7512,2.9405247831,93.1025119577,78.3998880423,11027845.0,2503242.50722,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-02-27,470510900.0,69.03,21311200,86.46,IBM,None,85.8432,2.92460356288,93.1547089072,78.5316910928,11631730.0,3358354.95571,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-02,426452600.0,65.92,15231700,83.66,IBM,None,85.8448,2.92334728237,93.1531682059,78.5364317941,11912465.0,3415266.16352,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-03,443761000.0,65.43,13744100,82.46,IBM,None,85.7196,3.00071585904,93.2213896476,78.2178103524,12103350.0,3405092.99131,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-04,462753100.0,66.98,15391700,84.08,IBM,None,85.6568,3.01860856466,93.2033214117,78.1102785883,12429710.0,3391098.15095,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-05,485549400.0,64.24,14930100,82.19,IBM,None,85.4004,3.03040629839,92.976415746,77.824384254,12666725.0,3391961.22323,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-06,490470000.0,64.36,15186000,80.62,IBM,None,85.1676,3.16765723104,93.0867430776,77.2484569224,12844880.0,3427635.44146,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-09,379905300.0,63.6,13151800,78.43,IBM,None,84.8792,3.43941603571,93.4777400893,76.2806599107,12849675.0,3428013.23677,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-10,406227900.0,67.39,15914800,81.97,IBM,None,84.7592,3.48810588524,93.4794647131,76.0389352869,13237125.0,3306518.0961,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-11,356648300.0,67.83,11823900,83.26,IBM,None,84.5956,3.45730757479,93.238868937,75.952331063,13151255.0,3320473.85497,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-12,409702700.0,70.5,11829200,84.93,IBM,None,84.5232,3.42936913538,93.0966228384,75.9497771616,13204430.0,3288623.05982,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-13,337474700.0,71.05,9111900,84.89,IBM,None,84.4648,3.40933659236,92.9881414809,75.9414585191,13164140.0,3335609.57096,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-16,360644900.0,70.84,11793700,85.7,IBM,None,84.2796,3.19657040175,92.2710260044,76.2881739956,13416705.0,2997921.31993,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-17,356814300.0,73.0,11489700,87.29,IBM,None,84.1328,2.95190266326,91.5125566581,76.7530433419,13546015.0,2844875.5402,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-18,473273200.0,74.64,17954300,86.39,IBM,None,84.0832,2.9006647514,91.3348618785,76.8315381215,14019100.0,2745261.99574,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-19,428520400.0,73.71,9899300,87.06,IBM,None,83.9896,2.75610304597,90.8798576149,77.0993423851,13882930.0,2882294.21397,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-20,371078200.0,72.14,12193900,86.91,IBM,None,83.8932,2.5995972765,90.3921931913,77.3942068087,13872590.0,2888256.23078,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-23,419933300.0,77.32,12407200,92.74,IBM,None,84.0764,3.03734379571,91.6697594893,76.4830405107,13817470.0,2906012.8125,0,0,0,0,0,100,10384.0,0.0,10384.0
2009-03-24,330271000.0,75.8,9346700,92.35,IBM,SELL,84.3628,3.4555071022,93.0015677555,75.7240322445,13639040.0,3069291.25411,0,0,1,0,-100,100,19619.0,-9235.0,10384.0
2009-03-25,441775100.0,76.6,12017000,92.03,IBM,None,84.6048,3.77093723982,94.0321430996,75.1774569004,13607570.0,3083199.80422,0,0,0,0,-100,100,19619.0,0.0,10416.0
2009-03-26,422025200.0,78.16,11434600,92.81,IBM,None,84.9752,4.10315947371,95.2330986843,74.7173013157,13308140.0,2982280.11893,0,0,0,0,-100,100,19619.0,0.0,10338.0
2009-03-27,322332300.0,76.75,15745200,88.46,IBM,None,85.1768,4.14714331398,95.5446582849,74.8089417151,13029840.0,2398762.55081,0,0,0,0,-100,100,19619.0,0.0,10773.0
2009-03-30,324108500.0,74.1,10964000,88.8,IBM,None,85.558,4.01754278135,95.6018569534,75.5141430466,12816455.0,2382347.55971,0,0,0,0,-100,100,19619.0,0.0,10739.0
